1998,2012,2018,2019,2023,2024,2025-01-25,2025-04-01,2025-04-29,2025-08-15,Année,Année du document
INSD (BF),INSD (BF),INSD (BF),INSD_BF,INSD_BF,INSD_BF,Indice du Chiffre D’affaires dans l'Industrie_2024_T3,PRÉVALENCE DE SOUS-ALIMENTATION ET DE L’INSÉCURITÉ ALIMENTAIRE EN 2021-2022,Indice du Chiffre D’affaires dans l'Industrie_2024_T4,Indice du Chiffre D’affaires dans le Commerce_2025_T1,auteur,Auteur
